18	山羊的粗皮	5 / 7 / 10 / 12 / 15	0 / 13 / 28 / 33 / 38	219000
17	水母伞帽	5 / 7 / 10 / 12 / 15	0 / 12 / 27 / 32 / 37	174000
16	小魔精的翅膀	5 / 7 / 10 / 12 / 15	0 / 11 / 26 / 31 / 36	174000
15	黄盲头蟹腿	5 / 7 / 10 / 12 / 15	0 / 10 / 25 / 30 / 35	131000
15	古菩猩猩之牙	5 / 7 / 10 / 12 / 15	0 / 10 / 25 / 30 / 35	131000
15	羚羊角	5 / 7 / 10 / 12 / 15	0 / 10 / 25 / 30 / 35	131000
14	蝙蝠的翅膀	5 / 7 / 10 / 12 / 15	0 / 9 / 24 / 29 / 34	131000
14	渡渡鸟蛋	5 / 7 / 10 / 12 / 15	0 / 9 / 24 / 29 / 34	131000
13	蛞蝓的粘液	5 / 7 / 10 / 12 / 15	0 / 8 / 23 / 28 / 33	102000
12	跳蜥的翅膀	5 / 7 / 10 / 12 / 15	0 / 7 / 22 / 27 / 32	102000
12	鼹鼠肉	5 / 7 / 10 / 12 / 15	0 / 7 / 22 / 27 / 32	102000
11	水母的刺丝囊	5 / 7 / 10 / 12 / 15	0 / 6 / 21 / 26 / 31	74000
11	渡渡鸟胸肉	5 / 7 / 10 / 12 / 15	0 / 6 / 21 / 26 / 31	74000
10	柔韧的筋腱	5 / 7 / 10 / 12 / 15	0 / 5 / 20 / 25 / 30	74000
10	妖红花的叶子	5 / 7 / 10 / 12 / 15	0 / 5 / 20 / 25 / 30	74000
10	蝙蝠牙	5 / 7 / 10 / 12 / 15	0 / 5 / 20 / 25 / 30	74000
9	羊后腰肉	5 / 7 / 10 / 12 / 15	0 / 5 / 19 / 24 / 29	50000
8	不光滑的粗皮	5 / 7 / 10 / 12 / 15	0 / 5 / 18 / 23 / 28	50000
7	栗鼠肉	5 / 7 / 10 / 12 / 15	0 / 5 / 17 / 22 / 27	30000
6	百兽之血	5 / 7 / 10 / 12 / 15	0 / 5 / 16 / 21 / 26	30000
5	牡羊角	5 / 7 / 10 / 12 / 15	0 / 5 / 15 / 20 / 25	14000
4	蜂蜜	5 / 7 / 10 / 12 / 15	0 / 5 / 14 / 19 / 24	14000
3	尖叫菇	5 / 7 / 10 / 12 / 15	0 / 5 / 13 / 18 / 23	8000
2	结实的筋腱	5 / 7 / 10 / 12 / 15	0 / 5 / 12 / 17 / 22	8000
1	柔软的粗皮	5 / 7 / 10 / 12 / 15	0 / 5 / 11 / 16 / 21	5000
